device_id,device_type,purchase_date,purchase_year,purchase_month,purchase_month_name,age,expected_age,age_validation_flag,device_age_band,manufacturer,model,country,maintenance_cost_original,maintenance_cost,maintenance_cost_quality_flag,downtime_hours,maintenance_frequency,failure_event_count,failure_flag,failure_status,maintenance_class,maintenance_severity,maintenance_report,failure_type,risk_score,operational_risk_level,replacement_review_flag
MD03449,Defibrillator,2018-04-23,2018,4,April,7,7,Matched,7-9 Years,CardioSync,Model-100,France,7115.349585060145,7115.349585060145,Valid,7.93,3,0,0,No Failure Reported,1,Low,Component component upgrade after detecting overheating; functionality restored. log cleaned low priority fault,Overheating,0,Low,Monitor
MD00403,MRI Scanner,2013-10-31,2013,10,October,12,12,Matched,10+Years,MedEquip,Model-400,UK,678.4637076262404,678.4637076262404,Valid,5.33,3,3,1,Failure Reported,1,Low,battery wear caused operational delay; system reset initiated. log cleaned minor issue,Battery Issue,2,Medium,Review for Replacement
MD02449,CT Scanner,2021-02-20,2021,2,February,4,4,Matched,4-6 Years,ImagingTech,Model-150,USA,-740.638699793126,740.638699793126,Negative Cost Corrected,5.45,1,0,0,No Failure Reported,1,Low,Routine check completed; circuit failure observed during diagnostics. software reset quick fix,Electerical Issue,0,Low,Monitor
MD03574,CT Scanner,2018-04-19,2018,4,April,7,7,Matched,7-9 Years,ImagingTech,Model-500,France,5883.508684158399,5883.508684158399,Valid,16.65,2,3,1,Failure Reported,2,Medium,Routine check completed; data lag observed during diagnostics. driver update component review,Software/Data Issue,2,Medium,Monitor
MD04175,CT Scanner,2018-10-07,2018,10,October,7,7,Matched,7-9 Years,UltraMed,Model-650,Canada,10541.381204792122,10541.381204792122,Valid,25.23,1,3,1,Failure Reported,3,High,abnormal sound caused operational delay; inspection initiated. reboot failed high priority failure,Mechanical Issue,3,Medium,Review for Replacement
MD01814,Infusion Pump,2017-01-14,2017,1,January,8,8,Matched,7-9 Years,ImagingTech,Model-450,Canada,15029.972485352167,15029.972485352167,Valid,7.48,2,1,1,Failure Reported,3,High,data lag caused operational delay; inspection initiated. reboot failed critical failure,General Maintenance,3,Medium,Monitor
MD02350,Defibrillator,2022-07-28,2022,7,July,3,3,Matched,0-3 Years,UltraMed,Model-150,Italy,16576.916998293866,16576.916998293866,Valid,14.99,5,3,1,Failure Reported,3,High,circuit failure caused operational delay; firmware update initiated. sensor replaced critical failure,Electerical Issue,4,High,Review for Replacement
MD04913,X-Ray Machine,2017-06-04,2017,6,June,8,8,Matched,7-9 Years,UltraMed,Model-250,France,5603.272436796593,5603.272436796593,Valid,4.78,3,3,1,Failure Reported,1,Low,System performance degraded due to overheating; mitigation via inspection. quick fix low priority fault,Overheating,2,Medium,Monitor
MD00689,Infusion Pump,2023-03-15,2023,3,March,2,2,Matched,0-3 Years,RescueTech,Model-250,Canada,7607.409619126706,7607.409619126706,Valid,19.09,2,2,1,Failure Reported,3,High,Routine check completed; battery wear observed during diagnostics. sensor replaced sensor replacement,Battery Issue,2,Medium,Monitor
MD02808,PET Scanner,2021-11-14,2021,11,November,4,4,Matched,4-6 Years,MedEquip,Model-650,USA,4165.796668320226,4165.796668320226,Valid,9.99,5,1,1,Failure Reported,3,High,Routine check completed; overheating observed during diagnostics. data loss high priority failure,Overheating,1,Low,Monitor
MD04964,Defibrillator,2016-08-21,2016,8,August,9,9,Matched,7-9 Years,ScanPro,Model-650,UK,9038.824618497152,9038.824618497152,Valid,4.84,5,1,1,Failure Reported,1,Low,software crash caused operational delay; inspection initiated. minor issue routine reset,Software/Data Issue,1,Low,Monitor
MD05332,MRI Scanner,2024-03-24,2024,3,March,1,1,Matched,0-3 Years,UltraMed,Model-350,France,4599.367647716324,4599.367647716324,Valid,2.95,2,4,1,Failure Reported,1,Low,Routine check completed; software crash observed during diagnostics. log cleaned stable condition,Software/Data Issue,1,Low,Monitor
MD00396,CT Scanner,2020-09-14,2020,9,September,5,5,Matched,4-6 Years,MedEquip,Model-550,Canada,5600.107746739072,5600.107746739072,Valid,3.53,5,3,1,Failure Reported,1,Low,Component replacement after detecting battery wear; functionality restored. software reset minor issue,Battery Issue,1,Low,Monitor
MD03944,CT Scanner,2018-01-05,2018,1,January,7,7,Matched,7-9 Years,RescueTech,Model-100,Italy,6541.045815302221,6541.045815302221,Valid,8.89,1,3,1,Failure Reported,1,Low,System performance degraded due to overheating; mitigation via recalibration. quick fix temporary glitch,Overheating,1,Low,Monitor
MD03444,Infusion Pump,2018-03-14,2018,3,March,7,7,Matched,7-9 Years,ScanPro,Model-500,Italy,3665.1982786484177,3665.1982786484177,Valid,11.22,4,0,0,No Failure Reported,1,Low,abnormal sound caused operational delay; system reset initiated. software reset routine reset,Software/Data Issue,0,Low,Monitor
MD03881,CT Scanner,2022-02-23,2022,2,February,3,3,Matched,0-3 Years,UltraMed,Model-300,Canada,4412.8193218019205,4412.8193218019205,Valid,5.84,4,3,1,Failure Reported,1,Low,System performance degraded due to voltage spike; mitigation via replacement. minor issue low priority fault,Electerical Issue,1,Low,Monitor
MD03721,PET Scanner,2018-07-05,2018,7,July,7,7,Matched,7-9 Years,MedEquip,Model-500,UK,7078.674717053519,7078.674717053519,Valid,7.96,4,3,1,Failure Reported,3,High,System performance degraded due to data lag; mitigation via replacement. data loss sensor replacement,Sensor Issue,2,Medium,Review for Replacement
MD00088,X-Ray Machine,2019-12-22,2019,12,December,6,6,Matched,4-6 Years,CardioSync,Model-550,France,9703.85711846917,9703.85711846917,Valid,8.27,4,1,1,Failure Reported,2,Medium,overheating caused operational delay; software patch initiated. driver update component review,Overheating,0,Low,Monitor
MD03471,Defibrillator,2016-12-04,2016,12,December,9,9,Matched,7-9 Years,CardioSync,Model-600,Italy,17112.43024095633,17112.43024095633,Valid,17.89,1,4,1,Failure Reported,3,High,System performance degraded due to voltage spike; mitigation via inspection. reboot failed urgent inspection needed,Electerical Issue,5,High,Review for Replacement
MD00964,X-Ray Machine,2022-08-31,2022,8,August,3,3,Matched,0-3 Years,ScanPro,Model-200,USA,8849.748273984596,8849.748273984596,Valid,5.88,5,2,1,Failure Reported,2,Medium,Component software patch after detecting battery wear; functionality restored. reviewed logs driver update applied,Battery Issue,0,Low,Monitor
MD04724,Infusion Pump,2020-12-14,2020,12,December,5,5,Matched,4-6 Years,RescueTech,Model-200,Japan,13781.764022980136,13781.764022980136,Valid,27.0,5,2,1,Failure Reported,3,High,Routine check completed; battery wear observed during diagnostics. sensor replaced high priority failure,Battery Issue,3,Medium,Review for Replacement
MD00575,X-Ray Machine,2014-06-24,2014,6,June,11,11,Matched,10+Years,RescueTech,Model-550,UK,15935.549877137895,15935.549877137895,Valid,31.2,2,1,1,Failure Reported,3,High,Routine check completed; software crash observed during diagnostics. data loss urgent inspection needed,Software/Data Issue,4,High,Review for Replacement
MD05248,MRI Scanner,2015-01-05,2015,1,January,10,10,Matched,10+Years,ScanPro,Model-250,UK,7397.627645810777,7397.627645810777,Valid,2.5,1,2,1,Failure Reported,2,Medium,software crash caused operational delay; recalibration initiated. driver update average severity report,Software/Data Issue,1,Low,Monitor
MD05272,Defibrillator,2021-11-15,2021,11,November,4,4,Matched,4-6 Years,ScanPro,Model-200,UK,7147.969522838631,7147.969522838631,Valid,13.12,5,1,1,Failure Reported,3,High,Component replacement after detecting software crash; functionality restored. reboot failed urgent inspection needed,Software/Data Issue,1,Low,Monitor
MD01246,X-Ray Machine,2017-08-09,2017,8,August,8,8,Matched,7-9 Years,ScanPro,Model-500,France,2650.95626439875,2650.95626439875,Valid,8.88,3,1,1,Failure Reported,1,Low,Component firmware update after detecting abnormal sound; functionality restored. log cleaned low priority fault,Software/Data Issue,1,Low,Monitor
MD02724,CT Scanner,2023-11-14,2023,11,November,2,2,Matched,0-3 Years,ScanPro,Model-150,USA,7622.80695589691,7622.80695589691,Valid,2.86,5,1,1,Failure Reported,1,Low,Component replacement after detecting battery wear; functionality restored. software reset stable condition,Battery Issue,0,Low,Monitor
MD00728,PET Scanner,2017-03-30,2017,3,March,8,8,Matched,7-9 Years,UltraMed,Model-350,UK,2779.511893525613,2779.511893525613,Valid,5.22,1,4,1,Failure Reported,1,Low,sensor misalignment caused operational delay; firmware update initiated. software reset stable condition,Sensor Issue,2,Medium,Monitor
MD02370,X-Ray Machine,2013-10-24,2013,10,October,12,12,Matched,10+Years,RescueTech,Model-650,Japan,6601.844325266001,6601.844325266001,Valid,12.4,5,0,0,No Failure Reported,2,Medium,Component component upgrade after detecting abnormal sound; functionality restored. component issue performance warning,Mechanical Issue,1,Low,Monitor
MD02051,Defibrillator,2013-10-07,2013,10,October,12,12,Matched,10+Years,MedEquip,Model-150,USA,5042.3207759714205,5042.3207759714205,Valid,13.42,3,0,0,No Failure Reported,2,Medium,software crash caused operational delay; firmware update initiated. moderate delay average severity report,Software/Data Issue,1,Low,Monitor
MD04290,X-Ray Machine,2017-03-31,2017,3,March,8,8,Matched,7-9 Years,UltraMed,Model-250,UK,12153.940666052273,12153.940666052273,Valid,14.75,1,5,1,Failure Reported,3,High,Component inspection after detecting circuit failure; functionality restored. data loss sensor replacement,Electerical Issue,5,High,Review for Replacement
MD02559,Infusion Pump,2016-12-16,2016,12,December,9,9,Matched,7-9 Years,RescueTech,Model-250,UK,4363.168990266395,4363.168990266395,Valid,7.11,1,1,1,Failure Reported,2,Medium,Routine check completed; sensor misalignment observed during diagnostics. driver update component review,Sensor Issue,1,Low,Monitor
MD05375,CT Scanner,2019-09-16,2019,9,September,6,6,Matched,4-6 Years,RescueTech,Model-350,USA,9751.394125210069,9751.394125210069,Valid,6.26,4,3,1,Failure Reported,2,Medium,System performance degraded due to data lag; mitigation via firmware update. driver update driver update applied,Software/Data Issue,1,Low,Monitor
MD01322,X-Ray Machine,2020-02-29,2020,2,February,5,5,Matched,4-6 Years,ScanPro,Model-150,Italy,14296.111140202192,14296.111140202192,Valid,8.79,1,2,1,Failure Reported,2,Medium,Component replacement after detecting battery wear; functionality restored. component issue moderate delay,Battery Issue,1,Low,Monitor
MD03658,Infusion Pump,2020-12-10,2020,12,December,5,5,Matched,4-6 Years,CardioSync,Model-250,Italy,3588.292889554609,3588.292889554609,Valid,7.51,1,2,1,Failure Reported,1,Low,software crash caused operational delay; component upgrade initiated. minor issue quick fix,Software/Data Issue,0,Low,Monitor
MD00317,Defibrillator,2019-04-09,2019,4,April,6,6,Matched,4-6 Years,CardioSync,Model-650,Japan,17438.538162110148,17438.538162110148,Valid,24.57,2,1,1,Failure Reported,3,High,software crash caused operational delay; replacement initiated. critical failure critical malfunction,Software/Data Issue,3,Medium,Review for Replacement
MD02185,X-Ray Machine,2017-09-23,2017,9,September,8,8,Matched,7-9 Years,RescueTech,Model-500,Japan,5741.126187504409,5741.126187504409,Valid,2.81,4,2,1,Failure Reported,1,Low,data lag caused operational delay; replacement initiated. minor issue temporary glitch,General Maintenance,1,Low,Monitor
MD00288,Defibrillator,2017-07-22,2017,7,July,8,8,Matched,7-9 Years,ScanPro,Model-350,UK,2082.9337450013554,2082.9337450013554,Valid,5.11,3,0,0,No Failure Reported,1,Low,Component recalibration after detecting sensor misalignment; functionality restored. log cleaned minor issue,Sensor Issue,1,Low,Monitor
MD03656,MRI Scanner,2020-07-09,2020,7,July,5,5,Matched,4-6 Years,UltraMed,Model-500,Italy,3593.6664937256483,3593.6664937256483,Valid,6.22,2,1,1,Failure Reported,1,Low,software crash caused operational delay; replacement initiated. software reset temporary glitch,Software/Data Issue,0,Low,Monitor
MD03462,PET Scanner,2014-01-09,2014,1,January,11,11,Matched,10+Years,MedEquip,Model-250,Canada,-549.0814108488921,549.0814108488921,Negative Cost Corrected,14.74,2,1,1,Failure Reported,2,Medium,Routine check completed; software crash observed during diagnostics. component issue device required inspection,Software/Data Issue,2,Medium,Monitor
MD03564,CT Scanner,2013-07-21,2013,7,July,12,12,Matched,10+Years,CardioSync,Model-300,USA,19414.846340150994,19414.846340150994,Valid,12.49,5,0,0,No Failure Reported,3,High,System performance degraded due to overheating; mitigation via firmware update. sensor replaced critical malfunction,Overheating,3,Medium,Monitor
MD02192,X-Ray Machine,2018-12-14,2018,12,December,7,7,Matched,7-9 Years,ImagingTech,Model-600,USA,8890.867090769696,8890.867090769696,Valid,11.93,2,1,1,Failure Reported,2,Medium,Routine check completed; software crash observed during diagnostics. reviewed logs non-critical warning,Software/Data Issue,0,Low,Monitor
MD02080,Infusion Pump,2022-07-14,2022,7,July,3,3,Matched,0-3 Years,ScanPro,Model-400,Italy,9360.578420839483,9360.578420839483,Valid,5.36,5,0,0,No Failure Reported,1,Low,battery wear caused operational delay; component upgrade initiated. quick fix system check passed,Battery Issue,0,Low,Monitor
MD02955,Infusion Pump,2021-12-25,2021,12,December,4,4,Matched,4-6 Years,ScanPro,Model-150,UK,9135.801941935397,9135.801941935397,Valid,7.96,5,1,1,Failure Reported,3,High,Component recalibration after detecting abnormal sound; functionality restored. data loss high priority failure,Mechanical Issue,1,Low,Monitor
MD00597,Infusion Pump,2014-11-10,2014,11,November,11,11,Matched,10+Years,UltraMed,Model-250,UK,5244.919929205403,5244.919929205403,Valid,6.8,3,5,1,Failure Reported,1,Low,abnormal sound caused operational delay; firmware update initiated. quick fix log file cleared,Software/Data Issue,2,Medium,Review for Replacement
MD03544,X-Ray Machine,2015-04-30,2015,4,April,10,10,Matched,10+Years,RescueTech,Model-300,Italy,6333.020005431883,6333.020005431883,Valid,2.72,1,2,1,Failure Reported,1,Low,Routine check completed; circuit failure observed during diagnostics. quick fix stable condition,Electerical Issue,1,Low,Monitor
MD00900,Infusion Pump,2020-10-21,2020,10,October,5,5,Matched,4-6 Years,ScanPro,Model-200,Italy,6892.336779253896,6892.336779253896,Valid,8.96,3,1,1,Failure Reported,2,Medium,battery wear caused operational delay; component upgrade initiated. moderate delay driver update applied,Battery Issue,0,Low,Monitor
MD01723,X-Ray Machine,2022-12-31,2022,12,December,3,3,Matched,0-3 Years,RescueTech,Model-150,UK,14710.269985590276,14710.269985590276,Valid,13.13,2,4,1,Failure Reported,2,Medium,Component component upgrade after detecting abnormal sound; functionality restored. reviewed logs average severity report,Mechanical Issue,2,Medium,Monitor
MD05266,MRI Scanner,2015-04-11,2015,4,April,10,10,Matched,10+Years,MedEquip,Model-200,USA,2724.1109192655445,2724.1109192655445,Valid,4.12,3,2,1,Failure Reported,1,Low,Component software patch after detecting overheating; functionality restored. log cleaned routine reset,Overheating,1,Low,Monitor
MD04182,CT Scanner,2018-01-02,2018,1,January,7,7,Matched,7-9 Years,RescueTech,Model-600,Japan,4081.77282090142,4081.77282090142,Valid,18.43,2,4,1,Failure Reported,2,Medium,Component replacement after detecting abnormal sound; functionality restored. moderate delay performance warning,Mechanical Issue,2,Medium,Monitor
MD00123,PET Scanner,2014-11-06,2014,11,November,11,11,Matched,10+Years,MedEquip,Model-650,Japan,9025.83407595832,9025.83407595832,Valid,6.27,5,3,1,Failure Reported,1,Low,overheating caused operational delay; replacement initiated. log cleaned system check passed,Overheating,2,Medium,Review for Replacement
MD04195,CT Scanner,2019-12-06,2019,12,December,6,6,Matched,4-6 Years,MedEquip,Model-600,France,8067.081118066347,8067.081118066347,Valid,3.26,2,2,1,Failure Reported,2,Medium,System performance degraded due to circuit failure; mitigation via firmware update. component issue non-critical warning,Electerical Issue,0,Low,Monitor
MD01937,MRI Scanner,2015-06-22,2015,6,June,10,10,Matched,10+Years,ImagingTech,Model-350,Japan,4817.639593221963,4817.639593221963,Valid,4.85,2,2,1,Failure Reported,2,Medium,Component inspection after detecting voltage spike; functionality restored. driver update average severity report,Electerical Issue,1,Low,Monitor
MD04609,Infusion Pump,2020-05-13,2020,5,May,5,5,Matched,4-6 Years,UltraMed,Model-500,USA,4299.905076475683,4299.905076475683,Valid,1.23,1,3,1,Failure Reported,1,Low,Component component upgrade after detecting abnormal sound; functionality restored. software reset temporary glitch,Software/Data Issue,1,Low,Monitor
